	IDs	All_GEUVADIS
78	ENSG00000008517	0.07834680000000001
79	ENSG00000008710	0.00182328
80	ENSG00000008838	0.0006612930000000001
81	ENSG00000008853	0.00294504
82	ENSG00000008869	0.000572708
83	ENSG00000008952	0.000769833
84	ENSG00000008988	0.000581309
85	ENSG00000009307	0.000442075
86	ENSG00000009335	0.000760501
87	ENSG00000009413	0.000660672
88	ENSG00000009790	0.00306562
89	ENSG00000009844	0.00230872
90	ENSG00000009954	0.000890713
91	ENSG00000010017	0.000855493
92	ENSG00000010165	0.00130378
93	ENSG00000010244	0.00027974
94	ENSG00000010256	0.00227706
95	ENSG00000010270	0.00206358
96	ENSG00000010292	0.00111624
97	ENSG00000010322	0.000996596
98	ENSG00000010803	0.000934942
99	ENSG00000010810	0.0748376
100	ENSG00000010818	0.000393258
101	ENSG00000011007	0.000682523
102	ENSG00000011132	0.00152231
103	ENSG00000011260	0.000845778
104	ENSG00000011275	0.00055742
105	ENSG00000011295	0.000860105
106	ENSG00000011304	0.000923338
107	ENSG00000011376	0.00163488
108	ENSG00000011405	0.00392777
109	ENSG00000011426	0.000418654
110	ENSG00000011451	0.00287718
111	ENSG00000011454	0.0009815989999999999
112	ENSG00000011478	0.00411303
113	ENSG00000011485	0.00125822
114	ENSG00000011590	0.00288368
115	ENSG00000011638	0.010771700000000002
116	ENSG00000012048	0.000560894
117	ENSG00000012061	0.00432166
118	ENSG00000012124	0.00511107
119	ENSG00000012660	0.0009288160000000001
120	ENSG00000012779	0.028795799999999996
121	ENSG00000012822	0.00188399
122	ENSG00000012963	0.00515182
123	ENSG00000013275	0.000498827
124	ENSG00000013288	0.012072399999999999
125	ENSG00000013306	0.016974200000000002
126	ENSG00000013374	0.018941
127	ENSG00000013374	0.00713035
128	ENSG00000013375	0.00430046
129	ENSG00000013441	0.0008639660000000001
130	ENSG00000013523	0.0104523
131	ENSG00000013561	0.00231195
132	ENSG00000013810	0.00119691
133	ENSG00000014123	0.00278409
134	ENSG00000014138	0.018912400000000003
135	ENSG00000014164	0.00330333
136	ENSG00000014216	0.00122203
137	ENSG00000014824	0.00422514
138	ENSG00000014919	0.00022698
139	ENSG00000015133	0.00104954
140	ENSG00000015153	0.00143933
141	ENSG00000015475	0.00611736
142	ENSG00000015479	0.00243475
143	ENSG00000015479	0.000980868
144	ENSG00000015532	0.00114504
145	ENSG00000015676	0.00113803
146	ENSG00000016391	0.0413855
147	ENSG00000016864	0.00562291
148	ENSG00000016864	0.00680386
149	ENSG00000017260	0.0010002000000000001
150	ENSG00000018510	0.00128478
151	ENSG00000018699	0.00844461
152	ENSG00000019582	0.0005573269999999999
153	ENSG00000019995	0.00356333
154	ENSG00000020256	0.00100916
155	ENSG00000020633	0.00177318
156	ENSG00000021355	0.198972
157	ENSG00000021776	0.00120808
158	ENSG00000022556	0.43928599999999995
159	ENSG00000022840	0.00697563
160	ENSG00000022976	0.00110035
161	ENSG00000023041	0.00129853
162	ENSG00000023191	0.00715016
163	ENSG00000023228	0.000989752
164	ENSG00000023287	0.000319199
165	ENSG00000023330	0.00225934
166	ENSG00000023445	0.00362216
167	ENSG00000023516	0.00222272
168	ENSG00000023892	0.00181982
169	ENSG00000024048	0.000590664
170	ENSG00000024862	0.0018918
171	ENSG00000025039	0.00965946
172	ENSG00000025293	0.0006766239999999999
173	ENSG00000025708	0.0230475
174	ENSG00000025770	0.00042215199999999997
175	ENSG00000025796	0.00276598
176	ENSG00000025800	0.00104689
177	ENSG00000026025	0.00942943
178	ENSG00000026103	0.00100867
179	ENSG00000026297	0.0157853
180	ENSG00000026508	0.0117082
181	ENSG00000026751	0.0102509
182	ENSG00000026950	0.004034
183	ENSG00000027001	0.00613925
184	ENSG00000027697	0.0027366
185	ENSG00000027847	0.00292206
186	ENSG00000028116	0.0023431999999999997
187	ENSG00000028137	0.00425253
188	ENSG00000028203	0.000616431
189	ENSG00000028277	0.00109989
190	ENSG00000028310	0.00180431
191	ENSG00000028528	0.00129475
192	ENSG00000028839	0.00321092
193	ENSG00000029364	0.00129041
194	ENSG00000029639	0.019393900000000002
195	ENSG00000029725	0.00582292
196	ENSG00000030066	0.0020675999999999997
197	ENSG00000030419	0.00192992
198	ENSG00000030582	0.00187829
199	ENSG00000031081	0.00101954
200	ENSG00000031691	0.0107985
201	ENSG00000032389	0.00147364
202	ENSG00000032444	0.00034920800000000005
203	ENSG00000033050	0.000601788
204	ENSG00000033100	0.000832497
205	ENSG00000033170	0.00239055
206	ENSG00000033178	0.000988996
207	ENSG00000033627	0.000867171
208	ENSG00000033800	0.000466004
209	ENSG00000033867	0.0008250369999999999
211	ENSG00000035141	0.00840746
212	ENSG00000035403	0.014328200000000001
213	ENSG00000035681	0.00164014
214	ENSG00000035687	0.00172658
215	ENSG00000035720	0.00797819
216	ENSG00000035928	0.00174293
217	ENSG00000036054	0.00443448
218	ENSG00000036257	0.00038019
219	ENSG00000037474	0.00141802
220	ENSG00000037637	0.00292877
221	ENSG00000037757	0.0167986
222	ENSG00000037897	0.00194784
223	ENSG00000038210	0.00120089
224	ENSG00000038219	0.000523852
225	ENSG00000038274	0.00213171
226	ENSG00000038358	0.001111
227	ENSG00000038382	0.00185343
228	ENSG00000038532	0.00147929
229	ENSG00000039123	0.00117303
230	ENSG00000040199	0.0007518160000000001
231	ENSG00000040275	0.000268392
232	ENSG00000040341	0.00030617700000000003
233	ENSG00000040933	0.00334428
234	ENSG00000041357	0.00140385
235	ENSG00000041802	0.00259343
236	ENSG00000042088	0.00435421
237	ENSG00000042286	0.00289396
238	ENSG00000042429	0.0123331
239	ENSG00000042445	0.000929053
240	ENSG00000042493	0.052242899999999995
241	ENSG00000042753	0.00587787
242	ENSG00000043093	0.00110482
243	ENSG00000043143	0.00132015
244	ENSG00000043462	0.00385866
245	ENSG00000043514	0.010592200000000001
246	ENSG00000044090	0.00515035
247	ENSG00000044115	0.0021116999999999998
248	ENSG00000046604	0.0850495
249	ENSG00000047188	0.0008386000000000001
250	ENSG00000047315	0.00065009
251	ENSG00000047346	0.00075463
252	ENSG00000047365	0.000422258
253	ENSG00000047410	0.00116083
254	ENSG00000047579	0.000995626
255	ENSG00000047621	0.00137326
256	ENSG00000047849	0.00284133
257	ENSG00000047932	0.00033398099999999996
258	ENSG00000048028	0.000403385
259	ENSG00000048052	0.00041318199999999995
260	ENSG00000048140	0.000530512
261	ENSG00000048162	0.00552402
262	ENSG00000048392	0.00116245
263	ENSG00000048462	0.00276379
264	ENSG00000048471	0.005984000000000001
265	ENSG00000048544	0.00491873
266	ENSG00000048649	0.000654125
267	ENSG00000048740	0.00261704
268	ENSG00000048828	0.000561789
269	ENSG00000048991	0.000848844
270	ENSG00000049089	0.00239872
271	ENSG00000049239	0.00256579
272	ENSG00000049245	0.00038854199999999997
273	ENSG00000049541	0.0009274960000000001
274	ENSG00000049618	0.00090204
275	ENSG00000049860	0.00226337
276	ENSG00000049860	0.00154428
277	ENSG00000050130	0.000876947
278	ENSG00000050393	0.00246397
279	ENSG00000050405	0.0103941
280	ENSG00000050426	0.000758199
281	ENSG00000050748	0.00548704
282	ENSG00000050820	0.00581069
283	ENSG00000051108	0.00552514
284	ENSG00000051180	0.0007577
285	ENSG00000051341	0.000368741
286	ENSG00000051523	0.00171639
287	ENSG00000051825	0.00158019
288	ENSG00000052723	0.000244822
289	ENSG00000052749	0.000978493
290	ENSG00000052795	0.0016022000000000002
291	ENSG00000052802	0.000577382
292	ENSG00000052841	0.00617591
293	ENSG00000053254	0.00375495
294	ENSG00000053371	0.0020679
295	ENSG00000053372	0.00432719
296	ENSG00000053770	0.000611076
297	ENSG00000053900	0.00105147
298	ENSG00000054118	0.000259895
299	ENSG00000054148	0.000526535
300	ENSG00000054219	0.00411795
301	ENSG00000054267	0.000994831
302	ENSG00000054282	0.00167542
303	ENSG00000054611	0.00288468
304	ENSG00000054654	0.00136546
305	ENSG00000054965	0.00118485
306	ENSG00000054967	0.00041150000000000003
307	ENSG00000055044	0.00154378
308	ENSG00000055070	0.0006565910000000001
309	ENSG00000055147	0.0006189009999999999
310	ENSG00000055163	0.0032281999999999996
311	ENSG00000055208	0.00150849
312	ENSG00000055211	0.00812411
313	ENSG00000055332	0.00186435
314	ENSG00000055483	0.000922642
315	ENSG00000055609	0.000608556
316	ENSG00000055917	0.000827617
317	ENSG00000055950	0.0129083
318	ENSG00000056050	0.011199500000000001
319	ENSG00000056097	0.00113516
320	ENSG00000056558	0.00206601
321	ENSG00000056586	0.000311533
322	ENSG00000056736	0.06601010000000002
323	ENSG00000057252	0.00208137
324	ENSG00000057608	0.000987748
325	ENSG00000057657	0.00304008
326	ENSG00000057704	0.00223559
327	ENSG00000057757	0.00181673
328	ENSG00000058063	0.0011748
329	ENSG00000058091	0.00794629
330	ENSG00000058262	0.000873788
331	ENSG00000058272	0.00166841
332	ENSG00000058600	0.0006930510000000001
333	ENSG00000058729	0.00118951
334	ENSG00000058799	0.00415861
335	ENSG00000059122	0.010785
336	ENSG00000059122	0.00463285
337	ENSG00000059378	0.00549943
338	ENSG00000059573	0.00105341
339	ENSG00000059588	0.00293653
340	ENSG00000059691	0.00295234
341	ENSG00000059728	0.00866024
342	ENSG00000059758	0.000975332
343	ENSG00000059804	0.0135737
344	ENSG00000060069	0.000479414
345	ENSG00000060138	0.00504055
346	ENSG00000060237	0.00218696
347	ENSG00000060339	0.00217169
348	ENSG00000060491	0.00233167
349	ENSG00000060558	0.023336700000000002
350	ENSG00000060688	0.00247222
351	ENSG00000060762	0.010805
352	ENSG00000060971	0.00210353
353	ENSG00000060971	0.000644968
354	ENSG00000060982	0.0104468
355	ENSG00000061273	0.0042702
356	ENSG00000061794	0.00149767
357	ENSG00000061918	0.054185000000000004
358	ENSG00000061936	0.000435725
359	ENSG00000061938	0.000738351
360	ENSG00000061987	0.00189323
361	ENSG00000062194	0.002838
362	ENSG00000062582	0.000331595
363	ENSG00000062650	0.0017323
364	ENSG00000062716	0.00942327
365	ENSG00000062822	0.000800795
366	ENSG00000063046	0.0489755
367	ENSG00000063241	0.00643247
368	ENSG00000063244	0.00044008400000000004
369	ENSG00000063322	0.0007903
370	ENSG00000063438	0.00226072
371	ENSG00000063854	0.00461324
372	ENSG00000063978	0.00147775
373	ENSG00000064012	0.000724339
374	ENSG00000064102	0.00300607
375	ENSG00000064115	0.00108847
376	ENSG00000064313	0.0007212160000000001
377	ENSG00000064393	0.00836021
378	ENSG00000064419	0.00172595
379	ENSG00000064490	0.0006731689999999999
380	ENSG00000064545	0.00179289
381	ENSG00000064607	0.00102633
382	ENSG00000064651	0.008350299999999998
383	ENSG00000064666	0.00384109
384	ENSG00000064703	0.000511191
385	ENSG00000064787	0.114723
386	ENSG00000064886	1.4007399999999999
387	ENSG00000064932	0.00200153
388	ENSG00000064933	0.00128242
389	ENSG00000064961	0.00047970099999999997
390	ENSG00000064995	0.000440955
391	ENSG00000065000	0.00273886
392	ENSG00000065029	0.000791213
393	ENSG00000065060	0.000600307
394	ENSG00000065060	0.000981898
395	ENSG00000065135	0.000452066
396	ENSG00000065150	0.0006399019999999999
397	ENSG00000065183	0.00112009
398	ENSG00000065243	0.00161414
399	ENSG00000065268	0.0154862
400	ENSG00000065328	0.000814913
401	ENSG00000065357	0.00320876
402	ENSG00000065413	0.0011263
403	ENSG00000065427	0.00133237
404	ENSG00000065457	0.000775205
405	ENSG00000065485	0.000486153
406	ENSG00000065491	0.00134265
407	ENSG00000065526	0.000357801
408	ENSG00000065559	0.00337176
409	ENSG00000065600	0.0010414999999999999
410	ENSG00000065613	0.0006823210000000001
411	ENSG00000065615	0.00045332
412	ENSG00000065802	0.000318502
413	ENSG00000065809	0.0142661
414	ENSG00000065833	0.105876
415	ENSG00000065882	0.00160226
416	ENSG00000065883	0.00048542699999999997
417	ENSG00000065911	0.00228336
418	ENSG00000065989	0.021329499999999998
419	ENSG00000066027	0.00147355
420	ENSG00000066044	0.00123679
421	ENSG00000066084	0.00118868
422	ENSG00000066135	0.00116076
423	ENSG00000066136	0.00020815299999999998
424	ENSG00000066279	0.000620152
425	ENSG00000066427	0.000963199
426	ENSG00000066455	0.00130086
427	ENSG00000066557	0.0015992
428	ENSG00000066583	0.00485892
429	ENSG00000066654	0.000982717
430	ENSG00000066827	0.00500041
431	ENSG00000066855	0.000217364
432	ENSG00000066926	0.000853143
433	ENSG00000066933	0.0007741610000000001
434	ENSG00000067057	0.00316323
435	ENSG00000067064	0.00146612
436	ENSG00000067066	0.00133449
437	ENSG00000067082	0.00270391
438	ENSG00000067167	0.00169198
439	ENSG00000067182	0.0136757
440	ENSG00000067225	0.00290064
441	ENSG00000067334	0.000397822
442	ENSG00000067365	0.000787741
443	ENSG00000067369	0.00037679300000000005
444	ENSG00000067560	0.0010329
445	ENSG00000067704	0.000402915
446	ENSG00000067836	0.0484137
447	ENSG00000068028	0.00244317
448	ENSG00000068079	0.00229453
449	ENSG00000068120	0.00151095
450	ENSG00000068305	0.00761946
451	ENSG00000068489	0.00486309
452	ENSG00000068650	0.00635527
453	ENSG00000068654	0.0051245
454	ENSG00000068697	0.00200328
455	ENSG00000068724	0.00501614
456	ENSG00000068745	0.000947845
457	ENSG00000068784	0.000703423
458	ENSG00000068796	0.00255923
459	ENSG00000068878	0.000712428
460	ENSG00000068903	0.000259054
461	ENSG00000068912	0.00050484
462	ENSG00000069248	0.00406368
463	ENSG00000069275	0.00115803
464	ENSG00000069424	0.0045584
465	ENSG00000069493	0.00939814
466	ENSG00000069956	0.00679455
467	ENSG00000069966	0.0157199
468	ENSG00000069974	0.00608718
469	ENSG00000069998	0.0156553
470	ENSG00000070047	0.0012118
471	ENSG00000070061	0.000590852
472	ENSG00000070081	0.0264466
473	ENSG00000070190	0.00139936
474	ENSG00000070214	0.00253873
475	ENSG00000070366	0.00749803
476	ENSG00000070367	0.00041356199999999997
477	ENSG00000070413	0.0011148
478	ENSG00000070423	0.00265021
479	ENSG00000070610	0.00226124
480	ENSG00000070614	0.000682541
481	ENSG00000070669	0.000597481
482	ENSG00000070718	0.00765991
483	ENSG00000070761	0.00243554
484	ENSG00000070770	0.000798968
485	ENSG00000070785	0.000742685
486	ENSG00000070814	0.0005745219999999999
487	ENSG00000070882	0.00133926
488	ENSG00000070950	0.00112929
489	ENSG00000070961	0.00256953
490	ENSG00000071051	0.00108451
491	ENSG00000071082	0.00638356
492	ENSG00000071082	0.215002
493	ENSG00000071127	0.00471375
494	ENSG00000071205	0.00180017
495	ENSG00000071243	0.00523885
496	ENSG00000071537	0.00177224
497	ENSG00000071539	0.00098934
498	ENSG00000071564	0.00411132
499	ENSG00000071626	0.00039286599999999996
500	ENSG00000071655	0.000704457
501	ENSG00000071794	0.00102944
502	ENSG00000071894	0.0017265
503	ENSG00000071967	0.029448900000000004
504	ENSG00000071994	0.00567633
505	ENSG00000072042	0.00114847
506	ENSG00000072062	0.00371581
507	ENSG00000072110	0.09640560000000001
508	ENSG00000072121	0.00122539
509	ENSG00000072135	0.00304582
510	ENSG00000072210	0.00774626
511	ENSG00000072274	0.00351866
512	ENSG00000072364	0.00162732
513	ENSG00000072518	0.000869016
514	ENSG00000072571	0.00198732
515	ENSG00000072609	0.0015368
516	ENSG00000072736	0.000719327
517	ENSG00000072756	0.00547791
518	ENSG00000072778	0.00044250400000000003
519	ENSG00000072786	0.00328704
520	ENSG00000072818	0.0008692130000000001
521	ENSG00000072858	0.0033614000000000005
522	ENSG00000072864	0.00224207
523	ENSG00000072864	0.00739771
524	ENSG00000072954	0.00152486
525	ENSG00000072958	0.0005800719999999999
526	ENSG00000073050	0.00147973
527	ENSG00000073060	0.00294694
528	ENSG00000073111	0.00135585
529	ENSG00000073169	0.0006117119999999999
530	ENSG00000073331	0.00448523
531	ENSG00000073417	0.00689027
532	ENSG00000073536	0.00270451
533	ENSG00000073578	0.00373789
534	ENSG00000073584	0.00779226
535	ENSG00000073605	0.0388413
536	ENSG00000073614	0.00146439
537	ENSG00000073849	0.00473588
538	ENSG00000073861	0.00343732
539	ENSG00000073921	0.00121701
540	ENSG00000073969	0.00403443
541	ENSG00000074054	0.00304041
542	ENSG00000074071	0.000746403
543	ENSG00000074266	0.000463837
544	ENSG00000074356	0.00316532
545	ENSG00000074370	0.00133324
546	ENSG00000074416	0.00376161
547	ENSG00000074582	0.000541885
548	ENSG00000074603	0.000567891
549	ENSG00000074621	0.000656934
550	ENSG00000074660	0.0231671
551	ENSG00000074695	0.000439408
552	ENSG00000074696	0.00776664
553	ENSG00000074755	0.000498347
554	ENSG00000074800	0.0009192839999999999
555	ENSG00000074842	0.00307849
556	ENSG00000075131	0.00131672
557	ENSG00000075142	0.00429845
558	ENSG00000075218	0.000697386
559	ENSG00000075234	0.0181728
560	ENSG00000075239	0.011896299999999999
561	ENSG00000075292	0.000694695
562	ENSG00000075336	0.00144581
563	ENSG00000075407	0.000635688
564	ENSG00000075413	0.000927175
565	ENSG00000075568	0.00470645
566	ENSG00000075618	0.00871643
567	ENSG00000075624	0.00276277
568	ENSG00000075651	0.0124645
569	ENSG00000075702	0.0005857
570	ENSG00000075711	0.00130936
571	ENSG00000075785	0.00123065
572	ENSG00000075856	0.00118112
573	ENSG00000075884	0.00289091
574	ENSG00000075914	0.00193922
575	ENSG00000075945	0.00104549
576	ENSG00000075975	0.00118323
577	ENSG00000076003	0.000522593
578	ENSG00000076108	0.000550969
579	ENSG00000076201	0.000720508
580	ENSG00000076242	0.000265315
581	ENSG00000076513	0.00650318
582	ENSG00000076513	0.00155136
583	ENSG00000076554	0.000643251
584	ENSG00000076604	0.000538484
585	ENSG00000076641	0.0250394
586	ENSG00000076650	0.000654073
587	ENSG00000076662	0.000994725
588	ENSG00000076685	0.00346781
589	ENSG00000076924	0.00301329
590	ENSG00000076944	0.00721853
591	ENSG00000076984	0.00612388
592	ENSG00000077044	0.0127639
593	ENSG00000077097	0.00425921
594	ENSG00000077147	0.000713199
595	ENSG00000077152	0.00517108
596	ENSG00000077232	0.000573501
597	ENSG00000077235	0.00709824
598	ENSG00000077238	0.00337591
599	ENSG00000077254	0.000494034
600	ENSG00000077312	0.00262969
601	ENSG00000077312	0.00217188
602	ENSG00000077348	0.00299715
603	ENSG00000077420	0.00580013
604	ENSG00000077454	0.00218651
605	ENSG00000077458	0.00191408
606	ENSG00000077463	0.00113634
607	ENSG00000077514	0.00374149
608	ENSG00000077585	0.014449200000000002
609	ENSG00000078070	0.0121677
610	ENSG00000078081	0.00644506
611	ENSG00000078140	0.00236415
612	ENSG00000078177	0.010518799999999998
613	ENSG00000078237	0.00716632
614	ENSG00000078304	0.00180577
615	ENSG00000078401	0.0125816
616	ENSG00000078403	0.00029120299999999997
617	ENSG00000078618	0.0029000999999999996
618	ENSG00000078668	0.00208734
619	ENSG00000078674	0.000893027
620	ENSG00000078747	0.00237148
621	ENSG00000078795	0.0025249
622	ENSG00000078808	0.00154089
623	ENSG00000078900	0.0272495
624	ENSG00000078902	0.00316435
625	ENSG00000079246	0.00108935
626	ENSG00000079263	0.0139988
627	ENSG00000079313	0.00112488
628	ENSG00000079332	0.00155361
629	ENSG00000079387	0.00034427599999999997
630	ENSG00000079432	0.00360368
631	ENSG00000079459	0.0026714000000000004
632	ENSG00000079691	0.07273539999999999
633	ENSG00000079739	0.00563482
634	ENSG00000079785	0.00855557
635	ENSG00000079805	0.00342156
636	ENSG00000079819	0.0145205
637	ENSG00000079950	0.00116809
638	ENSG00000079999	0.000346839
639	ENSG00000080189	0.00558509
640	ENSG00000080345	0.000689324
641	ENSG00000080371	0.00115549
642	ENSG00000080503	0.00418664
643	ENSG00000080608	0.00262515
644	ENSG00000080815	0.000275026
645	ENSG00000080819	0.00514421
646	ENSG00000080845	0.00105233
647	ENSG00000080986	0.00285967
648	ENSG00000081059	0.0348543
649	ENSG00000081189	0.00309008
650	ENSG00000081237	0.00155042
651	ENSG00000081320	0.00654001
652	ENSG00000081692	0.00123293
653	ENSG00000081721	0.00956087
654	ENSG00000081760	0.00278069
655	ENSG00000081791	0.0007941480000000001
656	ENSG00000082212	0.00034167199999999995
657	ENSG00000082213	0.0008177289999999999
658	ENSG00000082258	0.000537179
659	ENSG00000082512	0.000739838
660	ENSG00000082515	0.0009817439999999999
661	ENSG00000082516	0.00313133
662	ENSG00000082641	0.00112926
663	ENSG00000082701	0.00076686
664	ENSG00000082898	0.0011565
665	ENSG00000083097	0.00166299
666	ENSG00000083099	0.00400378
667	ENSG00000083123	0.00446972
668	ENSG00000083168	0.000372417
669	ENSG00000083223	0.000556495
670	ENSG00000083312	0.00036016
671	ENSG00000083444	0.00457511
672	ENSG00000083454	0.226427
673	ENSG00000083520	0.00121866
674	ENSG00000083642	0.00118977
675	ENSG00000083799	0.000688826
676	ENSG00000083828	0.011695
677	ENSG00000083845	0.000629032
678	ENSG00000083937	0.0007504660000000001
679	ENSG00000084070	0.000884227
680	ENSG00000084072	0.00530839
681	ENSG00000084073	0.000443311
682	ENSG00000084090	0.000852675
683	ENSG00000084093	0.00151556
684	ENSG00000084112	0.0023445000000000002
685	ENSG00000084207	0.00863115
686	ENSG00000084463	0.000951573
687	ENSG00000084652	0.00028971
688	ENSG00000084676	0.00042455199999999997
689	ENSG00000084733	0.00174229
690	ENSG00000084754	0.0096161
691	ENSG00000084774	0.00039174699999999996
692	ENSG00000085063	0.00578144
693	ENSG00000085117	0.00248125
694	ENSG00000085377	0.000995335
695	ENSG00000085415	0.00283862
696	ENSG00000085449	0.00258921
697	ENSG00000085511	0.00112725
698	ENSG00000085644	
699	ENSG00000085719	0.0070098
700	ENSG00000085719	0.00165861
701	ENSG00000085721	0.00204231
702	ENSG00000085733	0.00081936
703	ENSG00000085760	0.000499554
704	ENSG00000085788	0.000233428
705	ENSG00000085832	0.00166723
706	ENSG00000085840	0.000300684
707	ENSG00000085871	0.0851837
708	ENSG00000085872	0.00273394
709	ENSG00000085978	0.00130616
710	ENSG00000085982	0.00239561
711	ENSG00000085998	0.000298606
712	ENSG00000085999	0.00186175
713	ENSG00000086015	0.00040101199999999996
714	ENSG00000086061	0.00226705
715	ENSG00000086062	0.0180537
716	ENSG00000086189	0.00044689199999999995
717	ENSG00000086232	0.00189114
718	ENSG00000086289	0.0472825
719	ENSG00000086504	0.0094545
720	ENSG00000086598	0.00161672
721	ENSG00000086619	0.020177200000000003
722	ENSG00000086619	0.0037492
723	ENSG00000086848	0.00717835
724	ENSG00000087008	0.00307283
725	ENSG00000087053	0.00112895
726	ENSG00000087074	0.00849998
727	ENSG00000087077	0.00620725
728	ENSG00000087087	0.00107135
729	ENSG00000087152	0.000489188
730	ENSG00000087157	0.00389716
731	ENSG00000087157	0.00348181
732	ENSG00000087191	0.00049899
733	ENSG00000087206	0.00055632
734	ENSG00000087237	0.0194745
735	ENSG00000087266	0.00390091
736	ENSG00000087274	0.00148365
737	ENSG00000087338	0.000329849
738	ENSG00000087365	0.00233781
739	ENSG00000087460	0.00148126
740	ENSG00000087470	0.0145488
741	ENSG00000087470	0.00340982
742	ENSG00000087502	0.00685316
743	ENSG00000087586	0.00223474
744	ENSG00000088035	0.00601495
745	ENSG00000088038	0.000512881
746	ENSG00000088205	0.00343795
747	ENSG00000088247	0.000884052
748	ENSG00000088298	0.0019437
749	ENSG00000088325	0.00109966
750	ENSG00000088448	0.00252225
751	ENSG00000088682	0.000626013
752	ENSG00000088766	0.00036206300000000003
753	ENSG00000088832	0.00942625
754	ENSG00000088833	0.000247467
755	ENSG00000088888	0.00047815
756	ENSG00000088986	0.00260201
757	ENSG00000088992	0.171537
758	ENSG00000089006	0.00147728
759	ENSG00000089048	0.00107986
760	ENSG00000089050	0.00374553
761	ENSG00000089063	0.00118852
762	ENSG00000089094	0.00125229
763	ENSG00000089127	0.0296403
764	ENSG00000089154	0.000752878
765	ENSG00000089157	0.0199523
766	ENSG00000089159	0.0580981
767	ENSG00000089195	0.00421102
768	ENSG00000089220	0.00252286
769	ENSG00000089248	0.00345472
770	ENSG00000089280	0.00101099
771	ENSG00000089327	0.00385764
772	ENSG00000089335	0.0110387
773	ENSG00000089351	0.00407942
774	ENSG00000089486	0.0825661
775	ENSG00000089639	0.00335315
776	ENSG00000089685	0.00595636
777	ENSG00000089692	0.0662983
778	ENSG00000089693	0.00315525
779	ENSG00000089737	0.000771427
780	ENSG00000089775	0.000673164
781	ENSG00000089916	0.0132713
782	ENSG00000090006	0.0227816
783	ENSG00000090013	0.00746978
784	ENSG00000090054	0.00175514
785	ENSG00000090060	0.000244226
786	ENSG00000090104	0.00976024
787	ENSG00000090263	0.00488367
788	ENSG00000090273	0.0003522
789	ENSG00000090316	0.00112967
790	ENSG00000090339	0.00338225
791	ENSG00000090372	0.0011175
792	ENSG00000090432	0.00130392
793	ENSG00000090447	0.00244482
794	ENSG00000090487	0.0012350999999999998
795	ENSG00000090520	0.0006934080000000001
796	ENSG00000090530	0.214385
797	ENSG00000090565	0.00948135
798	ENSG00000090615	0.00242477
799	ENSG00000090621	0.00178014
800	ENSG00000090621	0.00113951
801	ENSG00000090661	0.00490497
